gameid,year,date,league,split,playoffs,game,position,playername,teamname,teamid,result
LOLTMNT03_128221,2024,2024-07-18,LCK,Summer,0,2,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_128221,2024,2024-07-18,LCK,Summer,0,2,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_128221,2024,2024-07-18,LCK,Summer,0,2,mid,Clozer,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_128221,2024,2024-07-18,LCK,Summer,0,2,bot,Hena,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_128221,2024,2024-07-18,LCK,Summer,0,2,sup,Duro,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,mid,Clozer,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,bot,Hena,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,sup,Duro,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,top,Zeus,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,bot,Gumayusi,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_127246,2024,2024-07-18,LCK,Summer,0,3,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,bot,Peyz,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,sup,Lehends,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,top,Mihile,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,jng,Sylvie,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,mid,Calix,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_128313,2024,2024-07-18,LCK,Summer,0,1,sup,GuGer,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,top,Mihile,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,jng,Sylvie,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,mid,Calix,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,sup,GuGer,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,bot,Peyz,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_127338,2024,2024-07-18,LCK,Summer,0,2,sup,Lehends,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,top,PerfecT,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,jng,Pyosik,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,bot,Deft,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,sup,BeryL,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,top,Rascal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,mid,kyeahoo,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127679,2024,2024-07-19,LCK,Summer,0,1,sup,Pleata,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,top,PerfecT,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,jng,Pyosik,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,bot,Deft,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,sup,BeryL,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,top,Rascal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,mid,kyeahoo,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_127699,2024,2024-07-19,LCK,Summer,0,2,sup,Pleata,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,top,DuDu,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,jng,Cuzz,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,mid,BuLLDoG,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,bot,Leaper,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,sup,Andil,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,top,Morgan,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,jng,DDoiV,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,mid,FATE,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,bot,Envyy,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_128764,2024,2024-07-19,LCK,Summer,0,1,sup,Pollu,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,top,DuDu,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,jng,Cuzz,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,mid,BuLLDoG,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,bot,Leaper,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,sup,Andil,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,top,Morgan,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,jng,DDoiV,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,mid,FATE,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,bot,Envyy,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0
LOLTMNT03_128790,2024,2024-07-19,LCK,Summer,0,2,sup,Pollu,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,top,Morgan,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,jng,DDoiV,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,mid,FATE,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,bot,Envyy,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,sup,Pollu,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,top,DuDu,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,jng,Cuzz,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,mid,BuLLDoG,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,bot,Leaper,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_127805,2024,2024-07-19,LCK,Summer,0,3,sup,Andil,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,top,Zeus,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,bot,Gumayusi,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,top,Doran,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,jng,Peanut,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,mid,Zeka,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,bot,Viper,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129062,2024,2024-07-20,LCK,Summer,0,1,sup,Delight,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,top,Zeus,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,bot,Gumayusi,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,top,Doran,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,jng,Peanut,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,mid,Zeka,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,bot,Viper,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_129067,2024,2024-07-20,LCK,Summer,0,2,sup,Delight,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,bot,Peyz,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,sup,Lehends,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,top,Kingen,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,jng,Lucid,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,mid,ShowMaker,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,bot,Aiming,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_130077,2024,2024-07-20,LCK,Summer,0,1,sup,Kellin,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,top,Kingen,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,jng,Lucid,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,mid,ShowMaker,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,bot,Aiming,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,sup,Kellin,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,bot,Peyz,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_130102,2024,2024-07-20,LCK,Summer,0,2,sup,Lehends,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,bot,Peyz,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,sup,Lehends,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,top,Kingen,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,jng,Lucid,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,mid,ShowMaker,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,bot,Aiming,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_129140,2024,2024-07-20,LCK,Summer,0,3,sup,Kellin,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,top,PerfecT,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,jng,Pyosik,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,bot,Deft,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,sup,BeryL,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,mid,Clozer,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,bot,Hena,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_129380,2024,2024-07-21,LCK,Summer,0,1,sup,Duro,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,mid,Clozer,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,bot,Hena,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,sup,Duro,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,top,PerfecT,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,jng,Pyosik,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,bot,Deft,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_129383,2024,2024-07-21,LCK,Summer,0,2,sup,BeryL,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,top,PerfecT,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,jng,Pyosik,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,bot,Deft,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,sup,BeryL,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,mid,Clozer,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,bot,Hena,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_130370,2024,2024-07-21,LCK,Summer,0,3,sup,Duro,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,top,Rascal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,mid,kyeahoo,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,sup,Pleata,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,top,Mihile,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,jng,Sylvie,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,mid,Fisher,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_130460,2024,2024-07-21,LCK,Summer,0,1,sup,GuGer,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_130471,2024,2024-07-21,LCK,Summer,0,2,top,Rascal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130471,2024,2024-07-21,LCK,Summer,0,2,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130471,2024,2024-07-21,LCK,Summer,0,2,mid,kyeahoo,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_130471,2024,2024-07-21,LCK,Summer,0,2,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
